Row,mean,std
px,0.00810493035159811,0.00654635813803655
py,0.012863283062388,0.0114935837793887
theta,0.00311751916195011,0.00265500021917676
phi,0.00771801028620692,0.00599930721946751
v,0.00783900397171637,0.00607970055933706
